Universitas	Provinsi	Kota	Program Studi	Bidang Ilmu	Jenjang	Daya Tampung 2026	Peminat 2025	Peminat 2025 (Num)	Rasio	Situs
UNIVERSITAS TEUKU UMAR	Aceh	Kabupaten Aceh Barat	BAHASA DAN KEBUDAYAAN INGGRIS	BAHASA INGGRIS	Sarjana	30	31	31	1:2	https://pmb.utu.ac.id/
UNIVERSITAS TEUKU UMAR	Aceh	Kabupaten Aceh Barat	TEKNIK INFRASRUKTUR DAN LINGKUNGAN	TEKNIK LINGKUNGAN	Sarjana	20	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.utu.ac.id/
UNIVERSITAS TEUKU UMAR	Aceh	Kabupaten Aceh Barat	SAINS KEOLAHRAGAAN	SAINS KEOLAHRAGAAN	Sarjana	20	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.utu.ac.id/
UNIVERSITAS TEUKU UMAR	Aceh	Kabupaten Aceh Barat	BIOSAINS HEWAN	BIOLOGI	Sarjana	20	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.utu.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	AGROTEKNOLOGI	AGROTEKNOLOGI	Sarjana	48	136	136	1:3	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	AGRIBISNIS	AGRIBISNIS	Sarjana	60	167	167	1:3	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	AKUAKULTUR	AKUAKULTUR	Sarjana	16	29	29	1:2	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PENDIDIKAN MATEMATIKA	PENDIDIKAN MATEMATIKA	Sarjana	12	25	25	1:3	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PENDIDIKAN FISIKA	PENDIDIKAN FISIKA	Sarjana	12	13	13	1:2	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PENDIDIKAN KIMIA	PENDIDIKAN KIMIA	Sarjana	12	13	13	1:2	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PENDIDIKAN BIOLOGI	PENDIDIKAN BIOLOGI	Sarjana	36	49	49	1:2	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	TEKNIK MESIN	TEKNIK MESIN	Sarjana	44	83	83	1:2	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	TEKNIK SIPIL	TEKNIK SIPIL	Sarjana	60	116	116	1:2	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	TEKNIK INDUSTRI	TEKNIK INDUSTRI	Sarjana	48	147	147	1:4	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	INFORMATIKA	TEKNIK INFORMATIKA	Sarjana	72	358	358	1:5	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	MATEMATIKA	MATEMATIKA	Sarjana	12	4	4	1:1	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	FISIKA	FISIKA	Sarjana	12	9	9	1:1	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	KIMIA	KIMIA	Sarjana	12	15	15	1:2	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	BIOLOGI	BIOLOGI	Sarjana	12	33	33	1:3	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	HUKUM	ILMU HUKUM	Sarjana	96	205	205	1:3	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	EKONOMI MANAJEMEN	ILMU EKONOMI	Sarjana	96	259	259	1:3	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	EKONOMI PEMBANGUNAN	ILMU EKONOMI	Sarjana	32	62	62	1:2	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PENDIDIKAN SEJARAH	SEJARAH	Sarjana	32	66	66	1:3	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PENDIDIKAN GEOGRAFI	GEOGRAFI	Sarjana	48	63	63	1:2	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PENDIDIKAN JASMANI	PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI	Sarjana	48	110	110	1:3	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PENDIDIKAN GURU SEKOLAH DASAR	PENDIDIKAN GURU SEKOLAH DASAR	Sarjana	130	578	578	1:5	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PENDIDIKAN BAHASA INGGRIS	PENDIDIKAN BAHASA INGGRIS	Sarjana	32	69	69	1:3	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PENDIDIKAN BAHASA INDONESIA	PENDIDIKAN BAHASA INDONESIA	Sarjana	48	164	164	1:4	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	AKUNTANSI	AKUNTANSI	Sarjana	48	137	137	1:3	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	GEOFISIKA	TEKNIK GEOLOGI	Sarjana	12	8	8	1:1	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PENDIDIKAN ILMU PENGETAHUAN ALAM	PENDIDIKAN IPA	Sarjana	12	29	29	1:3	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN	PPKN	Sarjana	12	134	134	1:12	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PENDIDIKAN VOKASIONAL SENI KULINER	TATA BOGA	Sarjana	12	30	30	1:3	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	KRIMINOLOGI	ILMU HUKUM	Sarjana	16	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	PETERNAKAN	PETERNAKAN	Sarjana	16	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	HUKUM BISNIS	ILMU HUKUM	Sarjana	16	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	TEKNOLOGI PANGAN DAN HASIL PERTANIAN	TEKNOLOGI PANGAN	Sarjana	16	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://camaba.unsam.ac.id/
UNIVERSITAS SAMUDRA	Aceh	Kota Langsa	BISNIS DIGITAL	BISNIS DIGITAL	Sarjana	16	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://camaba.unsam.ac.id/
ISBI ACEH	Aceh	Kabupaten Aceh Besar	SENI KARAWITAN	SENI PERTUNJUKAN	Sarjana	16	2	2	1:1	http://pmb.isbiaceh.ac.id/
ISBI ACEH	Aceh	Kabupaten Aceh Besar	SENI TARI	SENI PERTUNJUKAN	Sarjana	30	31	31	1:2	http://pmb.isbiaceh.ac.id/
ISBI ACEH	Aceh	Kabupaten Aceh Besar	SENI TEATER	SENI PERTUNJUKAN	Sarjana	12	11	11	1:1	http://pmb.isbiaceh.ac.id/
ISBI ACEH	Aceh	Kabupaten Aceh Besar	SENI RUPA MURNI	SENI RUPA	Sarjana	16	5	5	1:1	http://pmb.isbiaceh.ac.id/
ISBI ACEH	Aceh	Kabupaten Aceh Besar	KRIYA SENI	SENI RUPA	Sarjana	16	9	9	1:1	http://pmb.isbiaceh.ac.id/
ISBI ACEH	Aceh	Kabupaten Aceh Besar	DESAIN KOMUNIKASI VISUAL	DESAIN GRAFIS	Sarjana	32	49	49	1:2	http://pmb.isbiaceh.ac.id/
ISBI ACEH	Aceh	Kabupaten Aceh Besar	KAJIAN SASTRA BUDAYA	BAHASA DAN SASTRA INDONESIA	Sarjana	12	8	8	1:1	http://pmb.isbiaceh.ac.id/
ISBI ACEH	Aceh	Kabupaten Aceh Besar	BAHASA ACEH	BAHASA ACEH	Sarjana	12	3	3	1:1	http://pmb.isbiaceh.ac.id/
ISBI ACEH	Aceh	Kabupaten Aceh Besar	DESAIN INTERIOR	DESAIN INTERIOR	Sarjana	16	19	19	1:2	http://pmb.isbiaceh.ac.id/
ISBI ACEH	Aceh	Kabupaten Aceh Besar	BAHASA MANDARIN	BAHASA MANDARIN	Sarjana	16	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	http://pmb.isbiaceh.ac.id/
ISBI ACEH	Aceh	Kabupaten Aceh Besar	SEJARAH	SEJARAH	Sarjana	16	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	http://pmb.isbiaceh.ac.id/
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	PENDIDIKAN DOKTER	KEDOKTERAN	Sarjana	80	1633	1633	1:21	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	TEKNIK SIPIL	TEKNIK SIPIL	Sarjana	48	1106	1106	1:24	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	TEKNIK MESIN	TEKNIK MESIN	Sarjana	48	1011	1011	1:22	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	TEKNIK ELEKTRO	TEKNIK ELEKTRO	Sarjana	45	874	874	1:20	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	TEKNIK INDUSTRI	TEKNIK INDUSTRI	Sarjana	52	1570	1570	1:31	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	TEKNIK KIMIA	TEKNIK KIMIA	Sarjana	39	521	521	1:14	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	PENDIDIKAN DOKTER GIGI	KEDOKTERAN GIGI	Sarjana	48	1098	1098	1:23	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	MATEMATIKA	MATEMATIKA	Sarjana	32	242	242	1:8	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	KIMIA	KIMIA	Sarjana	32	211	211	1:7	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	FARMASI	FARMASI	Sarjana	58	1662	1662	1:29	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	FISIKA	FISIKA	Sarjana	32	125	125	1:4	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ILMU KESEHATAN MASYARAKAT	KESEHATAN MASYARAKAT	Sarjana	128	1966	1966	1:16	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	AGROEKOTEKNOLOGI	AGROTEKNOLOGI	Sarjana	96	1147	1147	1:12	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	KETEKNIKAN PERTANIAN	TEKNIK PERTANIAN	Sarjana	32	635	635	1:20	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	BIOLOGI	BIOLOGI	Sarjana	32	256	256	1:8	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	AGRIBISNIS	AGRIBISNIS	Sarjana	64	1153	1153	1:19	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ILMU DAN TEKNOLOGI PANGAN	TEKNOLOGI PANGAN	Sarjana	32	666	666	1:21	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	PETERNAKAN	PETERNAKAN	Sarjana	56	450	450	1:9	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ARSITEKTUR	ARSITEKTUR	Sarjana	32	467	467	1:15	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ILMU KEPERAWATAN	KEPERAWATAN	Sarjana	81	1064	1064	1:14	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	KEHUTANAN	KEHUTANAN	Sarjana	64	816	816	1:13	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ILMU KOMPUTER	TEKNIK INFORMATIKA	Sarjana	48	1654	1654	1:35	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	TEKNOLOGI INFORMASI	TEKNIK INFORMATIKA	Sarjana	48	1253	1253	1:27	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	MANAJEMEN SUMBER DAYA PERAIRAN	PERIKANAN	Sarjana	32	305	305	1:10	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	TEKNIK LINGKUNGAN	TEKNIK LINGKUNGAN	Sarjana	27	707	707	1:27	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	GIZI	GIZI	Sarjana	32	1045	1045	1:33	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ILMU HUKUM	ILMU HUKUM	Sarjana	196	3123	3123	1:16	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ILMU SEJARAH	SEJARAH	Sarjana	39	218	218	1:6	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ANTROPOLOGI SOSIAL	ANTROPOLOGI	Sarjana	39	321	321	1:9	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	AKUNTANSI	AKUNTANSI	Sarjana	80	1754	1754	1:22	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	SOSIOLOGI	SOSIOLOGI	Sarjana	39	317	317	1:9	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ILMU KESEJAHTERAAN SOSIAL	ILMU KESEJAHTERAAN SOSIAL	Sarjana	39	420	420	1:11	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ILMU ADMINISTRASI NEGARA	ADMINISTRASI PUBLIK	Sarjana	38	871	871	1:23	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ILMU KOMUNIKASI	ILMU KOMUNIKASI	Sarjana	38	1359	1359	1:36	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	MANAJEMEN	MANAJEMEN	Sarjana	80	1815	1815	1:23	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	EKONOMI PEMBANGUNAN	ILMU EKONOMI	Sarjana	57	670	670	1:12	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ILMU POLITIK	ILMU POLITIK	Sarjana	39	469	469	1:13	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	SASTRA INDONESIA	BAHASA DAN SASTRA INDONESIA	Sarjana	52	287	287	1:6	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	SASTRA DAERAH UNTUK SASTRA MELAYU	SASTRA DAERAH	Sarjana	24	14	14	1:1	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	SASTRA INGGRIS	BAHASA INGGRIS	Sarjana	75	702	702	1:10	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	SASTRA DAERAH UNTUK SASTRA BATAK	SASTRA DAERAH	Sarjana	20	28	28	1:2	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	SASTRA ARAB	BAHASA ARAB	Sarjana	45	97	97	1:3	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ETNO MUSIKOLOGI	ETNOMUSIKOLOGI	Sarjana	32	53	53	1:2	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	SASTRA JEPANG	BAHASA DAN SASTRA JEPANG	Sarjana	16	293	293	1:19	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ILMU PERPUSTAKAAN	PERPUSTAKAAN	Sarjana	32	396	396	1:13	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	SASTRA CINA	BAHASA MANDARIN	Sarjana	16	190	190	1:12	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ILMU ADMINISTRASI NIAGA/BISNIS	ADMINISTRASI BISNIS	Sarjana	38	1208	1208	1:32	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	PSIKOLOGI	PSIKOLOGI	Sarjana	80	1716	1716	1:22	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	KEWIRAUSAHAAN	KEWIRAUSAHAAN	Sarjana	24	441	441	1:19	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	EKONOMI ISLAM	EKONOMI SYARIAH	Sarjana	21	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	TEKNIK PERTAMBANGAN	TEKNIK PERTAMBANGAN	Sarjana	19	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	TEKNIK LOGISTIK	LOGISTIK	Sarjana	19	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	PERENCANAAN WILAYAH DAN KOTA	PERENCANAAN WILAYAH DAN KOTA	Sarjana	19	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	PERBANKAN DAN KEUANGAN	KEUANGAN DAN PERBANKAN	Sarjana Terapan	46	2589	2589	1:57	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ADMINISTRASI PERKANTORAN DIGITAL	ADMINISTRASI PERKANTORAN	Sarjana Terapan	32	1889	1889	1:60	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	AKUNTANSI SEKTOR PUBLIK	AKUNTANSI	Sarjana Terapan	44	1411	1411	1:33	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	STATISTIKA	STATISTIKA	Sarjana Terapan	40	1117	1117	1:28	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	KIMIA TERAPAN	KIMIA	Sarjana Terapan	32	616	616	1:20	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	MANAJEMEN BISNIS PARIWISATA	PERHOTELAN	Sarjana Terapan	40	1727	1727	1:44	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	TEKNOLOGI REKAYASA INSTRUMENTASI	TEKNIK ELEKTRO	Sarjana Terapan	40	412	412	1:11	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	METROLOGI DAN INSTRUMENTASI	TEKNIK ELEKTRO	Diploma Tiga	36	518	518	1:15	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ADMINISTRASI PERPAJAKAN	PERPAJAKAN	Diploma Tiga	40	3950	3950	1:99	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	BAHASA JEPANG	BAHASA DAN SASTRA JEPANG	Diploma Tiga	20	648	648	1:33	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	ANALIS FARMASI DAN MAKANAN	FARMASI	Diploma Tiga	24	3220	3220	1:135	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	BAHASA INGGRIS	BAHASA INGGRIS	Diploma Tiga	40	1267	1267	1:32	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS SUMATERA UTARA	Sumatera Utara	Kota Medan	TEKNIK INFORMATIKA	TEKNIK INFORMATIKA	Diploma Tiga	40	3142	3142	1:79	https://www.usu.ac.id/id/penerimaan
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN MATEMATIKA	PENDIDIKAN MATEMATIKA	Sarjana	133	467	467	1:4	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN BIOLOGI	PENDIDIKAN BIOLOGI	Sarjana	144	491	491	1:4	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN FISIKA	PENDIDIKAN FISIKA	Sarjana	136	166	166	1:2	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN KIMIA	PENDIDIKAN KIMIA	Sarjana	179	217	217	1:2	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN TEKNIK BANGUNAN	TEKNIK SIPIL	Sarjana	94	67	67	1:1	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN TEKNIK MESIN	TEKNIK MESIN	Sarjana	102	227	227	1:3	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN TEKNIK ELEKTRO	PENDIDIKAN ELEKTRO	Sarjana	90	162	162	1:2	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	KIMIA	KIMIA	Sarjana	86	186	186	1:3	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	BIOLOGI	BIOLOGI	Sarjana	118	294	294	1:3	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	ILMU KEOLAHRAGAAN	PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI	Sarjana	154	185	185	1:2	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	MATEMATIKA	MATEMATIKA	Sarjana	90	183	183	1:3	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	FISIKA	FISIKA	Sarjana	66	104	104	1:2	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN TEKNIK OTOMOTIF	PENDIDIKAN TEKNIK OTOMOTIF	Sarjana	102	147	147	1:2	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	GIZI	GIZI	Sarjana	106	1048	1048	1:10	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	TEKNIK ELEKTRO	TEKNIK ELEKTRO	Sarjana	90	457	457	1:6	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	TEKNIK SIPIL	TEKNIK SIPIL	Sarjana	102	612	612	1:6	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN TEKNOLOGI INFORMATIKA DAN KOMPUTER	TEKNIK INFORMATIKA	Sarjana	102	524	524	1:6	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	ILMU KOMPUTER	TEKNIK INFORMATIKA	Sarjana	96	1002	1002	1:11	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN IPA	PENDIDIKAN IPA	Sarjana	86	184	184	1:3	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN SEJARAH	SEJARAH	Sarjana	122	362	362	1:3	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PEND. PANCASILA & KEWARGANEGARAAN (PPKN)	PPKN	Sarjana	122	485	485	1:4	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN GEOGRAFI	GEOGRAFI	Sarjana	122	285	285	1:3	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PEND. JASMANI, KESEHATAN & REKREASI	PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI	Sarjana	234	677	677	1:3	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN KEPELATIHAN OLAHRAGA (PKO)	PENDIDIKAN KEPELATIHAN OLAHRAGA	Sarjana	234	560	560	1:3	https://www.unimed.ac.id/pmb/
UNIVERSITAS NEGERI MEDAN	Sumatera Utara	Kota Medan	PENDIDIKAN LUAR SEKOLAH (PLS)	PENDIDIKAN LUAR SEKOLAH	Sarjana	82	103	103	1:2	https://www.unimed.ac.id/pmb/
